label,cluster_no
coffee,4
coffee,4
coffee,4
coffee,4
coffee,5
coffee,4
coffee,4
coffee,5
coffee,5
coffee,4
coffee,5
coffee,4
coffee,5
coffee,5
coffee,4
coffee,4
coffee,5
coffee,4
coffee,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,5
coffee,4
coffee,5
coffee,4
coffee,4
coffee,4
coffee,4
coffee,4
coffee,5
coffee,4
coffee,5
coffee,5
